11,person,0.424843861507,0.793713129484,0.255049723845,0.410447670863,0.999696135521
21,person,0.41097167822,0.487949921535,0.280780480458,0.678332842313,0.988317072392
21,person,0.80958205003,0.504613949702,0.160775899887,0.591792179988,0.994888246059
31,person,0.411346105429,0.486001124749,0.262066492668,0.644072019137,0.985938131809
31,person,0.85453238854,0.507587396182,0.143729448318,0.593557431148,0.996433258057
41,person,0.3669592784,0.478958129883,0.309934616089,0.541963100433,0.993688166142
41,cup,0.286027559867,0.725724146916,0.0735648411971,0.191913109559,0.998688161373
41,laptop,0.813634799077,0.482823702005,0.289490883167,0.25181885866,0.648700594902
51,mouse,0.861419457656,0.506525039673,0.214850352361,0.344684820909,0.542201042175
61,cup,0.855919030996,0.508572321672,0.216052073699,0.346234358274,0.762802243233
61,bed,0.480801398938,0.567685750815,0.892840385437,0.776640818669,0.348978191614
91,person,0.330752482781,0.503796173976,0.528603517092,0.77874146975,0.99839168787
101,tvmonitor,0.502638303317,0.501792430878,0.864228468675,0.825476793142,0.981784582138
101,person,0.20817734645,0.514794569749,0.378213735727,0.759552442111,0.98878633976
111,person,0.490311916058,0.509490159842,0.567426754878,0.718205231887,0.935563206673
111,tie,0.474638131949,0.681727336003,0.0715108376283,0.140698396243,0.99749571085
121,person,0.415863220508,0.556329983931,0.649688500624,0.767037685101,0.99790084362
121,tie,0.469415738032,0.683238983154,0.0772155890098,0.127200676845,0.998734891415
131,person,0.425866163694,0.510083712064,0.575252239521,0.709428200355,0.993718385696
131,tie,0.465425858131,0.681657644419,0.077402811784,0.133552578779,0.991549253464
171,tvmonitor,0.48841373737,0.495282649994,0.935349024259,0.904668807983,0.842547178268
191,cell phone,0.515947451958,0.584028867575,0.430233955383,0.753528301532,0.864670336246
201,keyboard,0.508694685422,0.553491849166,0.975406500009,0.77648126162,0.989092230797
211,laptop,0.503282913795,0.502361774445,0.906116118798,0.908139522259,0.98130095005
221,cell phone,0.492448366605,0.428118742429,0.407475948334,0.462973704705,0.763612031937
231,cell phone,0.490009417901,0.424285228436,0.397837051978,0.455607084128,0.427125930786
231,laptop,0.560267631824,0.557057454036,0.614782920251,0.849910809444,0.993560671806
241,tvmonitor,0.43458032608,0.49535039755,0.826726766733,0.732928716219,0.998553454876
251,book,0.490264819219,0.511536598206,0.87254186777,0.814368908222,0.397920489311
261,tvmonitor,0.494865967677,0.495954256791,0.986524728628,0.831259507399,0.372574597597
281,keyboard,0.485132107368,0.571990930117,0.971868808453,0.741640824538,0.970582842827
291,keyboard,0.49737064655,0.573793411255,0.95606136322,0.711332027729,0.829163551331
301,laptop,0.507331958184,0.570188082181,0.601684020116,0.754578443674,0.698477447033
311,laptop,0.497589551486,0.566758449261,0.624518541189,0.762475894048,0.863994598389
321,cell phone,0.495235883273,0.584140997667,0.380638526036,0.660065797659,0.68474394083
331,cell phone,0.488343018752,0.583988849933,0.380107952998,0.663239772503,0.445649862289
331,person,0.716490965623,0.511773476234,0.538455706376,0.868874623225,0.997870087624
